,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_2812,"Single Female with four children, education: bachelors degree working as management",B06ls_CA,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",One Day Sale,Gourmet,7.53 Millions,3.6144 Millions,12.9951,8.6198,"{'Gross Weight': 12.9951, 'Net Weight': 8.6198, 'Package Weight': 4.3753}",no,50K+,2202.97,1424.85,465.54,310.3,449.1524
mc_ID_2813,"Married Male with three children, education: partial high school working as skilled manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist', 'Video Store']",,Gourmet,5.19 Millions,1.9722 Millions,11.9776,9.0559,"{'Gross Weight': 11.9776, 'Net Weight': 9.0559, 'Package Weight': 2.9217}",no,10K+,2202.56,1424.85,465.54,310.3,304.1768
mc_ID_2814,"Single Male with one child, education: high school degree working as manual",S03le_WA,"Dairy from Dairy department, Ordered Brand : Carlson",['Coffee Bar'],Weekend Discount,Supermarket,8.28 Millions,3.0636 Millions,17.2978,15.6988,"{'Gross Weight': 17.2978, 'Net Weight': 15.6988, 'Package Weight': 1.599}",yes,30K+,,1236.07,440.92,292.11,698.728
mc_ID_2815,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Kitchen Products from Household department, Ordered Brand : Denny",[],Super Duper Savers,Supermarket,3.42 Millions,1.2312 Millions,14.6813,11.7741,"{'Gross Weight': 14.6813, 'Net Weight': 11.7741, 'Package Weight': 2.9072}",no,50K+,2811.99,2049.72,457.36,305.17,527.7593
mc_ID_2816,"Married Female with two children, education: bachelors degree working as management",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Gorilla",[],Price Winners,Supermarket,5.48 Millions,2.466 Millions,26.4554,25.0018,"{'Gross Weight': 26.4554, 'Net Weight': 25.0018, 'Package Weight': 1.4536}",no,30K+,2815.73,,457.36,304.91,497.9483
mc_ID_2817,"Married Male with five children, education: bachelors degree working as management",A17co_GU,"Meat from Meat department, Ordered Brand : Quick",[],,Supermarket,14.56 Millions,4.9504 Millions,,21.2225,"{'Gross Weight': 22.676, 'Net Weight': 21.2225, 'Package Weight': 1.4536}",yes,110K+,2192.02,1625.46,341.05,227.33,586.7537
mc_ID_2818,"Single Female with three children, education: partial college working as clerical",S03le_WA,"Drinks from Beverages department, Ordered Brand : Token",['Coffee Bar'],Best Price Savers,,2.22 Millions,0.9324 Millions,22.676,19.7689,"{'Gross Weight': 22.676, 'Net Weight': 19.7689, 'Package Weight': 2.9072}",yes,50K+,1968.19,1234.84,442.92,,720.5371
mc_ID_2819,"Married Male with one child, education: partial high school working as management",H11go_ZA,"Starchy Foods from Starchy Foods department, Ordered Brand : Medalist",[],Price Winners,Mid-Size,11.4 Millions,4.446 Millions,20.2049,17.1524,"{'Gross Weight': 20.2049, 'Net Weight': 17.1524, 'Package Weight': 3.0525}",yes,130K+,3565.8,2819.7,447.7,298.5,478.9634
mc_ID_2820,"Single Male with one child, education: high school degree working as manual",T02ma_WA,"Magazines from Periodicals department, Ordered Brand : Robust","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Sale : Double Down,,7.41 Millions,2.5194 Millions,16.2802,14.6813,"{'Gross Weight': 16.2802, 'Net Weight': 14.6813, 'Package Weight': 1.599}",yes,30K+,3146.29,2055.29,654.13,436.09,500.7202
mc_ID_2821,"Single Male with four children, education: high school degree working as manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Ready Food', 'Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar']",,Deluxe,11.61 Millions,4.4118 Millions,,27.1822,"{'Gross Weight': 31.543, 'Net Weight': 27.1822, 'Package Weight': 4.3608}",yes,30K+,2572.86,1734.5,503.07,335.38,363.3281
mc_ID_2822,"Single Male with No children, education: bachelors degree working as professional",P07nd_OR,"Meat from Deli department, Ordered Brand : Lake",[],,Supermarket,4.59 Millions,1.5147 Millions,,16.4256,"{'Gross Weight': 17.8792, 'Net Weight': 16.4256, 'Package Weight': 1.4536}",no,50K+,1887.7,,227.8,151.9,619.0228
mc_ID_2823,"Single Male with two children, education: partial high school working as skilled manual",B14on_WA,"Vegetables from Frozen Foods department, Ordered Brand : PigTail","['Bar For Salad', 'Ready Food']",Super Duper Savers,Supermarket,4.98 Millions,1.6932 Millions,14.3034,11.3962,"{'Gross Weight': 14.3034, 'Net Weight': 11.3962, 'Package Weight': 2.9072}",yes,10K+,3685.07,2265.9,853.22,567.03,677.285
mc_ID_2824,"Single Female with one child, education: partial high school working as manual",S01em_OR,"Eggs from Eggs department, Ordered Brand : Blue Medal","['Florist', 'Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",,Deluxe,8.52 Millions,2.8116 Millions,24.7111,21.8039,"{'Gross Weight': 24.7111, 'Net Weight': 21.8039, 'Package Weight': 2.9072}",no,10K+,2572.86,1733.05,503.07,335.38,313.0678
mc_ID_2825,"Married Female with one child, education: partial high school working as skilled manual",C15ho_ZA,"Decongestants from Health and Hygiene department, Ordered Brand : Hilltop","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Saving Days,Gourmet,6.72 Millions,3.024 Millions,31.2522,26.8915,"{'Gross Weight': 31.2522, 'Net Weight': 26.8915, 'Package Weight': 4.3608}",yes,10K+,2207.28,1564.86,385.45,256.97,474.0995
mc_ID_2826,"Single Female with two children, education: partial high school working as manual",S03le_WA,"Specialty from Produce department, Ordered Brand : Hermanos",['Coffee Bar'],Big Time Saving,Supermarket,10.12 Millions,4.4528 Millions,24.4204,22.8214,"{'Gross Weight': 24.4204, 'Net Weight': 22.8214, 'Package Weight': 1.599}",yes,10K+,1967.62,1236.07,440.92,293.95,710.234
mc_ID_2827,"Single Female with four children, education: bachelors degree working as professional",P07nd_OR,"Side Dishes from Deli department, Ordered Brand : American",[],,Supermarket,1.78 Millions,0.8544 Millions,28.9265,25.874,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",no,50K+,1887.82,1508,227.8,,272.2738
mc_ID_2828,"Single Female with two children, education: high school degree working as professional",T02ma_WA,"Pain Relievers from Health and Hygiene department, Ordered Brand : Consolidated","['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",,Deluxe,5.49 Millions,2.5803 Millions,,16.8617,"{'Gross Weight': 19.7689, 'Net Weight': 16.8617, 'Package Weight': 2.9072}",yes,110K+,3149.17,2055.29,654.13,436.09,584.191
mc_ID_2829,"Single Female with five children, education: high school degree working as manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Tell Tale",[],Price Winners,Mid-Size,5.7 Millions,2.451 Millions,30.3801,27.3275,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",yes,30K+,3570.5,2819.7,449.7,298.5,453.9117
mc_ID_2830,"Married Male with two children, education: high school degree working as skilled manual",M10da_YU,"Vegetables from Frozen Foods department, Ordered Brand : Big Time","['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",,,4.92 Millions,1.476 Millions,,,"{'Gross Weight': 30.0894, 'Net Weight': 27.1822, 'Package Weight': 2.9072}",no,30K+,2861.13,1871.16,593.93,395.95,516.7763
mc_ID_2831,"Single Male with one child, education: bachelors degree working as management",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Coffee Bar'],,,6.72 Millions,2.1504 Millions,,,"{'Gross Weight': 15.2627, 'Net Weight': 13.8091, 'Package Weight': 1.4536}",yes,50K+,1970.94,1236.07,440.92,293.95,724.5119
mc_ID_2832,"Single Female with two children, education: bachelors degree working as professional",B14on_WA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Ready Food', 'Bar For Salad']",,,6.16 Millions,2.5256 Millions,11.2072,,"{'Gross Weight': 11.2072, 'Net Weight': 9.7536, 'Package Weight': 1.4536}",yes,30K+,,2265.9,853.22,568.75,450.8783
mc_ID_2833,"Single Male with five children, education: partial high school working as skilled manual",H11go_ZA,"Kitchen Products from Household department, Ordered Brand : High Quality","['Bar For Salad', 'Florist', 'Video Store', 'Ready Food', 'Coffee Bar']",,,6.45 Millions,2.451 Millions,13.0969,11.6433,"{'Gross Weight': 13.0969, 'Net Weight': 11.6433, 'Package Weight': 1.4536}",no,10K+,,2035.99,481.98,321.26,739.4174
mc_ID_2834,"Single Female with five children, education: high school degree working as management",T02ma_WA,"Paper Products from Household department, Ordered Brand : Denny","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",,Deluxe,15.8 Millions,7.584 Millions,12.9951,10.0734,"{'Gross Weight': 12.9951, 'Net Weight': 10.0734, 'Package Weight': 2.9217}",yes,70K+,,2055.29,654.13,436.09,500.7202
mc_ID_2835,"Single Male with three children, education: bachelors degree working as professional",S03le_WA,"Baking Goods from Baking Goods department, Ordered Brand : CDR",['Coffee Bar'],Weekend Discount,Supermarket,4.56 Millions,1.9152 Millions,26.0193,24.4204,"{'Gross Weight': 26.0193, 'Net Weight': 24.4204, 'Package Weight': 1.599}",no,70K+,1970.94,1236.07,440.92,295.31,364.1649
mc_ID_2836,"Single Female with one child, education: partial high school working as manual",V13er_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide","['Coffee Bar', 'Florist', 'Ready Food', 'Video Store', 'Bar For Salad']",,Deluxe,4.5 Millions,1.575 Millions,,7.4569,"{'Gross Weight': 8.9251, 'Net Weight': 7.4569, 'Package Weight': 1.4681}",no,10K+,2147.17,1527.47,373.1,248.79,403.9652
mc_ID_2837,"Married Female with two children, education: partial high school working as skilled manual",S01em_OR,"Meat from Meat department, Ordered Brand : Genteel","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Save Price,,3.45 Millions,1.4835 Millions,16.1349,13.2277,"{'Gross Weight': 16.1349, 'Net Weight': 13.2277, 'Package Weight': 2.9072}",yes,10K+,,1734.5,503.07,335.21,419.9167
mc_ID_2838,"Married Male with two children, education: high school degree working as skilled manual",M10da_YU,"Candy from Snacks department, Ordered Brand : Musial","['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Best Savings,,11.24 Millions,5.5076 Millions,28.4904,25.5832,"{'Gross Weight': 28.4904, 'Net Weight': 25.5832, 'Package Weight': 2.9072}",no,30K+,2861.13,1871.16,595.93,395.45,278.7067
mc_ID_2839,"Married Female with two children, education: partial high school working as manual",B14on_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Bar For Salad', 'Ready Food']",Price Destroyers,Supermarket,13.0 Millions,6.37 Millions,16.4256,12.0648,"{'Gross Weight': 16.4256, 'Net Weight': 12.0648, 'Package Weight': 4.3608}",yes,10K+,3685.4,2267.91,853.22,568.75,601.7115
mc_ID_2840,"Married Male with two children, education: partial high school working as skilled manual",S03le_WA,"Vegetables from Produce department, Ordered Brand : High Top",['Coffee Bar'],,Supermarket,1.38 Millions,0.6762 Millions,17.8792,16.4256,"{'Gross Weight': 17.8792, 'Net Weight': 16.4256, 'Package Weight': 1.4536}",no,10K+,1972.72,1235,440.92,293.95,349.2594
mc_ID_2841,"Single Male with two children, education: bachelors degree working as professional",L05es_CA,"Specialty from Carousel department, Ordered Brand : Symphony",['Florist'],,Supermarket,4.8 Millions,1.824 Millions,25.2925,22.24,"{'Gross Weight': 25.2925, 'Net Weight': 22.24, 'Package Weight': 3.0525}",yes,50K+,2193.13,1320.15,523.32,348.85,304.1768
mc_ID_2842,"Single Female with three children, education: high school degree working as manual",L05es_CA,"Electrical from Household department, Ordered Brand : Cormorant",['Florist'],Save It (Sale),,2.9 Millions,0.928 Millions,24.5657,,"{'Gross Weight': 24.5657, 'Net Weight': 22.9668, 'Package Weight': 1.599}",yes,30K+,2192.32,1320.15,523.32,347.65,427.7617
mc_ID_2843,"Married Male with four children, education: bachelors degree working as professional",T02ma_WA,"Vegetables from Frozen Foods department, Ordered Brand : Golden","['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",,,7.24 Millions,2.3168 Millions,,,"{'Gross Weight': 28.9265, 'Net Weight': 27.3275, 'Package Weight': 1.599}",no,70K+,3143.75,2053.59,654.13,436.09,602.1299
mc_ID_2844,"Single Male with five children, education: bachelors degree working as professional",P07nd_OR,"Dairy from Dairy department, Ordered Brand : Gorilla",[],Go For It,Supermarket,3.58 Millions,1.2172 Millions,26.4554,22.0946,"{'Gross Weight': 26.4554, 'Net Weight': 22.0946, 'Package Weight': 4.3608}",yes,50K+,1887.7,,227.8,152.75,623.939
mc_ID_2845,"Single Female with two children, education: partial high school working as skilled manual",L05es_CA,"Magazines from Periodicals department, Ordered Brand : Mighty Good",['Florist'],You Save Days,Supermarket,3.7 Millions,1.221 Millions,19.9142,15.4081,"{'Gross Weight': 19.9142, 'Net Weight': 15.4081, 'Package Weight': 4.5061}",no,10K+,,1322.3,525.32,348.85,689.3663
mc_ID_2846,"Married Male with five children, education: bachelors degree working as management",P07nd_OR,"Candy from Snacks department, Ordered Brand : Thresher",[],Big Time Discounts,Supermarket,4.74 Millions,1.9434 Millions,14.972,12.0648,"{'Gross Weight': 14.972, 'Net Weight': 12.0648, 'Package Weight': 2.9072}",yes,50K+,1886.15,1506.44,227.8,151.9,761.488
mc_ID_2847,"Married Male with four children, education: high school degree working as manual",G16ra_JA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good",['Coffee Bar'],Best Savings,,1.73 Millions,0.865 Millions,13.4603,,"{'Gross Weight': 13.4603, 'Net Weight': 10.5531, 'Package Weight': 2.9072}",no,30K+,2280.78,1394.66,534.29,,765.2536
mc_ID_2848,"Single Male with two children, education: partial high school working as manual",S03le_WA,"Candy from Snacks department, Ordered Brand : Atomic",['Coffee Bar'],Pick Your Savings,,8.64 Millions,3.2832 Millions,25.4379,22.5307,"{'Gross Weight': 25.4379, 'Net Weight': 22.5307, 'Package Weight': 2.9072}",no,30K+,1972.65,1236.07,440.92,,436.7573
mc_ID_2849,"Single Female with three children, education: partial high school working as skilled manual",L05es_CA,"Pizza from Frozen Foods department, Ordered Brand : Imagine",['Florist'],Roller Savings (High) ,Supermarket,10.8 Millions,3.672 Millions,23.5482,22.0946,"{'Gross Weight': 23.5482, 'Net Weight': 22.0946, 'Package Weight': 1.4536}",yes,10K+,2192.32,1320.15,523.32,348.85,532.6232
mc_ID_2850,"Married Male with four children, education: high school degree working as skilled manual",L05es_CA,"Side Dishes from Deli department, Ordered Brand : Cutting Edge",['Florist'],,Supermarket,3.99 Millions,1.197 Millions,12.3119,10.8583,"{'Gross Weight': 12.3119, 'Net Weight': 10.8583, 'Package Weight': 1.4536}",yes,30K+,2195.3,1317.43,523.32,349.82,769.6991
mc_ID_2851,"Single Female with two children, education: high school degree working as manual",L05es_CA,"Bread from Baked Goods department, Ordered Brand : Great",['Florist'],Price Destroyers,Supermarket,7.72 Millions,3.2424 Millions,9.0123,7.5441,"{'Gross Weight': 9.0123, 'Net Weight': 7.5441, 'Package Weight': 1.4681}",yes,30K+,2192.32,1320.15,523.32,348.85,710.8616
mc_ID_2852,"Married Female with three children, education: partial high school working as professional",H11go_ZA,"Hot Beverages from Beverages department, Ordered Brand : Plato","['Video Store', 'Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Price Winners,Deluxe,8.88 Millions,3.108 Millions,13.7074,10.8002,"{'Gross Weight': 13.7074, 'Net Weight': 10.8002, 'Package Weight': 2.9072}",yes,70K+,2841.18,2038.11,481.98,321.26,478.9634
mc_ID_2853,"Married Male with one child, education: partial high school working as manual",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Carlson",[],Big Time Discounts,,4.5 Millions,1.62 Millions,14.2016,12.748,"{'Gross Weight': 14.2016, 'Net Weight': 12.748, 'Package Weight': 1.4536}",no,10K+,2811.99,2049.72,457.36,304.91,310.662
mc_ID_2854,"Single Female with four children, education: partial college working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",,,6.93 Millions,2.3562 Millions,10.2333,,"{'Gross Weight': 10.2333, 'Net Weight': 7.3116, 'Package Weight': 2.9217}",no,30K+,2572.86,1734.5,505.07,335.38,646.4803
mc_ID_2855,"Single Female with four children, education: graduate degree working as management",B14on_WA,"Meat from Deli department, Ordered Brand : Moms","['Bar For Salad', 'Ready Food']",Sales Days,Supermarket,4.68 Millions,1.7316 Millions,16.4256,13.5184,"{'Gross Weight': 16.4256, 'Net Weight': 13.5184, 'Package Weight': 2.9072}",no,130K+,3687.88,2265.9,853.22,568.75,327.9733
mc_ID_2856,"Married Male with two children, education: bachelors degree working as management",L05es_CA,"Candy from Snacks department, Ordered Brand : Atomic",['Florist'],Roller Savings (High) ,Supermarket,5.0 Millions,2.1 Millions,15.1174,12.1956,"{'Gross Weight': 15.1174, 'Net Weight': 12.1956, 'Package Weight': 2.9217}",no,10K+,2192.32,1320.15,523.32,348.33,532.6232
mc_ID_2857,"Single Male with four children, education: partial high school working as skilled manual",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",[],Saving Days,Supermarket,12.72 Millions,4.3248 Millions,17.4431,13.0823,"{'Gross Weight': 17.4431, 'Net Weight': 13.0823, 'Package Weight': 4.3608}",no,10K+,1887.7,1508,227.8,153.33,619.0228
mc_ID_2858,"Single Female with two children, education: high school degree working as skilled manual",C15ho_ZA,"Cleaning Supplies from Household department, Ordered Brand : Sunset","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",,Gourmet,4.88 Millions,1.5616 Millions,,19.7689,"{'Gross Weight': 22.8214, 'Net Weight': 19.7689, 'Package Weight': 3.0525}",yes,30K+,2212.07,1564.86,385.45,256.97,396.2248
mc_ID_2859,"Single Male with one child, education: high school degree working as professional",M10da_YU,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington","['Florist', 'Coffee Bar', 'Bar For Salad', 'Video Store', 'Ready Food']",Money Savers,,5.74 Millions,2.8126 Millions,19.9142,,"{'Gross Weight': 19.9142, 'Net Weight': 16.8617, 'Package Weight': 3.0525}",yes,70K+,2861.13,1871.16,593.93,395.95,343.611
mc_ID_2860,"Married Male with three children, education: partial high school working as manual",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",Sale : Double Down,,5.04 Millions,2.3184 Millions,17.7338,,"{'Gross Weight': 17.7338, 'Net Weight': 16.1349, 'Package Weight': 1.599}",yes,10K+,2146.61,1525.28,373.1,247.37,746.3733
mc_ID_2861,"Married Female with one child, education: partial college working as professional",T02ma_WA,"Fruit from Produce department, Ordered Brand : Tri-State","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Discount Frenzy,Deluxe,11.8 Millions,4.72 Millions,22.0946,19.0421,"{'Gross Weight': 22.0946, 'Net Weight': 19.0421, 'Package Weight': 3.0525}",no,30K+,3150.08,2055.29,654.13,435.48,779.6884
mc_ID_2862,"Single Male with two children, education: partial high school working as skilled manual",H11go_ZA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products","['Coffee Bar', 'Video Store', 'Florist', 'Ready Food', 'Bar For Salad']",Dimes Off,,9.04 Millions,2.712 Millions,18.7513,14.376,"{'Gross Weight': 18.7513, 'Net Weight': 14.376, 'Package Weight': 4.3753}",no,10K+,2841.35,2038.11,481.98,321.26,602.7575
mc_ID_2863,"Married Female with three children, education: graduate degree working as professional",S04ne_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",[],Wallet Savers,Supermarket,4.95 Millions,2.1285 Millions,11.2072,8.3,"{'Gross Weight': 11.2072, 'Net Weight': 8.3, 'Package Weight': 2.9072}",no,90K+,2807.17,2049.72,457.36,304.89,418.1385
mc_ID_2864,"Single Female with four children, education: bachelors degree working as professional",O09ba_VE,"Paper Products from Household department, Ordered Brand : Cormorant","['Ready Food', 'Bar For Salad']",,,3.8 Millions,1.748 Millions,30.0894,,"{'Gross Weight': 30.0894, 'Net Weight': 28.6358, 'Package Weight': 1.4536}",yes,50K+,3232.19,2447.93,470.27,313.55,656.2604
mc_ID_2865,"Married Male with one child, education: bachelors degree working as professional",S03le_WA,"Paper Products from Household department, Ordered Brand : High Quality",['Coffee Bar'],Pick Your Savings,Supermarket,4.94 Millions,1.5314 Millions,10.6984,7.7913,"{'Gross Weight': 10.6984, 'Net Weight': 7.7913, 'Package Weight': 2.9072}",yes,70K+,1970.94,1236.07,440.92,295.2,436.7573
mc_ID_2866,"Single Female with five children, education: high school degree working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",,Deluxe,6.66 Millions,2.0646 Millions,10.1461,8.6925,"{'Gross Weight': 10.1461, 'Net Weight': 8.6925, 'Package Weight': 1.4536}",no,30K+,2571.74,1734.5,503.07,336.12,282.9953
mc_ID_2867,"Single Male with No children, education: high school degree working as skilled manual",B06ls_CA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Shelf Clearing Days,Gourmet,15.72 Millions,5.9736 Millions,31.8337,27.3275,"{'Gross Weight': 31.8337, 'Net Weight': 27.3275, 'Package Weight': 4.5061}",yes,50K+,,1424.85,465.54,309.27,533.2508
mc_ID_2868,"Single Male with two children, education: bachelors degree working as professional",C15ho_ZA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Best Price Savers,Gourmet,4.84 Millions,1.452 Millions,27.6183,24.7111,"{'Gross Weight': 27.6183, 'Net Weight': 24.7111, 'Package Weight': 2.9072}",yes,50K+,2207.28,1561.96,385.45,256.97,558.1979
mc_ID_2869,"Married Male with two children, education: high school degree working as professional",V13er_BC,"Pain Relievers from Health and Hygiene department, Ordered Brand : Bird Call","['Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad', 'Florist']",I Cant Believe It Sale,Deluxe,9.54 Millions,4.1976 Millions,29.7987,25.4379,"{'Gross Weight': 29.7987, 'Net Weight': 25.4379, 'Package Weight': 4.3608}",yes,90K+,2143.06,1525.28,373.1,248.79,535.9181
mc_ID_2870,"Single Female with one child, education: graduate degree working as professional",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",[],,,6.36 Millions,2.0352 Millions,,,"{'Gross Weight': 24.7111, 'Net Weight': 21.8039, 'Package Weight': 2.9072}",yes,70K+,1892.69,1508,227.8,151.9,428.0755
mc_ID_2871,"Married Male with five children, education: high school degree working as manual",T02ma_WA,"Bread from Baked Goods department, Ordered Brand : Great","['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Discount Frenzy,,11.22 Millions,4.7124 Millions,12.3555,10.9019,"{'Gross Weight': 12.3555, 'Net Weight': 10.9019, 'Package Weight': 1.4536}",no,30K+,3149.84,2055.29,656.13,434.32,779.6884
mc_ID_2872,"Single Male with three children, education: partial high school working as manual",M10da_YU,"Electrical from Household department, Ordered Brand : High Quality","['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar', 'Video Store']",Money Savers,,9.72 Millions,4.0824 Millions,12.3265,,"{'Gross Weight': 12.3265, 'Net Weight': 9.4047, 'Package Weight': 2.9217}",no,10K+,2861.13,1871.16,593.93,396.43,343.611
mc_ID_2873,"Married Female with three children, education: partial high school working as skilled manual",V13er_BC,"Miscellaneous from Checkout department, Ordered Brand : Framton","['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Money Savers,,6.9 Millions,2.76 Millions,30.0894,28.6358,"{'Gross Weight': 30.0894, 'Net Weight': 28.6358, 'Package Weight': 1.4536}",yes,10K+,2147.17,1527.05,373.1,248.79,560.656
mc_ID_2874,"Single Male with one child, education: partial high school working as skilled manual",O09ba_VE,"Dairy from Dairy department, Ordered Brand : Carlson","['Bar For Salad', 'Ready Food']",Super Savers,,1.98 Millions,0.9702 Millions,14.2161,,"{'Gross Weight': 14.2161, 'Net Weight': 11.2944, 'Package Weight': 2.9217}",yes,30K+,3232.19,2448.37,470.27,313.55,719.3865
mc_ID_2875,"Single Male with five children, education: bachelors degree working as management",M10da_YU,"Fruit from Produce department, Ordered Brand : Tell Tale","['Florist', 'Bar For Salad', 'Video Store', 'Ready Food', 'Coffee Bar']",Money Savers,,1.74 Millions,0.6438 Millions,15.9895,14.5359,"{'Gross Weight': 15.9895, 'Net Weight': 14.5359, 'Package Weight': 1.4536}",yes,150K+,2861.13,1871.16,593.93,395.95,343.611
mc_ID_2876,"Married Female with four children, education: high school degree working as skilled manual",B14on_WA,"Cleaning Supplies from Household department, Ordered Brand : Red Wing","['Bar For Salad', 'Ready Food']",Sales Days,Supermarket,11.8 Millions,4.602 Millions,22.0946,19.0421,"{'Gross Weight': 22.0946, 'Net Weight': 19.0421, 'Package Weight': 3.0525}",no,30K+,3691.67,2265.9,853.22,568.75,327.9733
mc_ID_2877,"Married Male with two children, education: high school degree working as manual",A17co_GU,"Candy from Snacks department, Ordered Brand : Atomic",[],Price Slashers,Supermarket,13.32 Millions,4.2624 Millions,16.2802,11.9049,"{'Gross Weight': 16.2802, 'Net Weight': 11.9049, 'Package Weight': 4.3753}",no,30K+,2191.86,1623.48,341.05,227.33,277.0331
mc_ID_2878,"Single Female with four children, education: partial college working as clerical",S03le_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",['Coffee Bar'],,,11.3 Millions,4.52 Millions,18.7513,14.376,"{'Gross Weight': 18.7513, 'Net Weight': 14.376, 'Package Weight': 4.3753}",no,30K+,1970.94,1236.07,442.92,295.39,477.3944
mc_ID_2879,"Single Female with two children, education: graduate degree working as professional",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",[],,Supermarket,6.92 Millions,2.9064 Millions,,9.5501,"{'Gross Weight': 11.0037, 'Net Weight': 9.5501, 'Package Weight': 1.4536}",yes,30K+,2811.47,2049.72,459.36,306.41,714.2611
mc_ID_2880,"Single Female with one child, education: graduate degree working as professional",S03le_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Golden",['Coffee Bar'],,Supermarket,11.64 Millions,5.82 Millions,,24.7111,"{'Gross Weight': 26.1647, 'Net Weight': 24.7111, 'Package Weight': 1.4536}",yes,70K+,1972.39,1236.07,,293.95,521.7971
mc_ID_2881,"Single Male with four children, education: high school degree working as skilled manual",C15ho_ZA,"Paper Products from Household department, Ordered Brand : Cormorant","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Shelf Emptiers,,2.85 Millions,1.2825 Millions,30.0894,,"{'Gross Weight': 30.0894, 'Net Weight': 28.6358, 'Package Weight': 1.4536}",yes,50K+,2207.28,1564.86,385.45,256.97,773.0986
mc_ID_2882,"Married Male with five children, education: graduate degree working as professional",B06ls_CA,"Vegetables from Canned Foods department, Ordered Brand : Better","['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",Best Savings,Gourmet,6.6 Millions,2.508 Millions,26.0193,24.4204,"{'Gross Weight': 26.0193, 'Net Weight': 24.4204, 'Package Weight': 1.599}",no,90K+,2200.69,1422.71,465.54,310.3,281.4786
